,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction,zhangs_metric
0,frozenset({32}),frozenset({10038480}),0.004919640758942711,0.006498217077232741,0.004909423436494233,0.9979231568016617,153.56876277617772,0.004877454542900621,478.371108477355,0.9984000285319777
1,frozenset({10038480}),frozenset({32}),0.006498217077232741,0.004919640758942711,0.004909423436494233,0.7555031446540881,153.56876277617772,0.004877454542900621,4.069910665448955,0.9999863876793001
2,frozenset({6833}),frozenset({10032109}),0.02995208075771663,0.050049554013875126,0.0031009573631134227,0.10353061572573768,2.068562203312264,0.0016018690794021343,1.059657432423259,0.5325225892809169
3,frozenset({10032109}),frozenset({6833}),0.050049554013875126,0.02995208075771663,0.0031009573631134227,0.06195774216596917,2.068562203312264,0.0016018690794021343,1.0341196370855985,0.5437888174737607
4,frozenset({11864}),frozenset({10027058}),0.02735177219457869,0.038703217434839024,0.003116283346786141,0.11393350765782592,2.9437735467250254,0.002057681760311178,1.0849036622794839,0.6788682056485361
5,frozenset({10027058}),frozenset({11864}),0.038703217434839024,0.02735177219457869,0.003116283346786141,0.08051742344244985,2.9437735467250254,0.002057681760311178,1.0578212710097432,0.6868846012107992
6,frozenset({11864}),frozenset({10032109}),0.02735177219457869,0.050049554013875126,0.003560736873294984,0.13018304071722075,2.6010829323500144,0.00219179287346721,1.0921268386965242,0.6328544361514532
7,frozenset({10032109}),frozenset({11864}),0.050049554013875126,0.02735177219457869,0.003560736873294984,0.07114422782484434,2.601082932350015,0.00219179287346721,1.0471466689900781,0.64797563744762
8,frozenset({997520}),frozenset({10004405}),0.025476893525282766,0.0394746252796992,0.003080522718216464,0.1209143773811911,3.063091201612351,0.0020748318930151324,1.0926414333326049,0.6911405243800587
9,frozenset({10004405}),frozenset({997520}),0.0394746252796992,0.025476893525282766,0.003080522718216464,0.0780380484017083,3.063091201612351,0.0020748318930151324,1.0570101128200644,0.701212511981319
10,frozenset({10027058}),frozenset({10004405}),0.038703217434839024,0.0394746252796992,0.004051168350821983,0.1046726504751848,2.6516439290689173,0.002523373345462992,1.072820321226743,0.6479533377863019
11,frozenset({10004405}),frozenset({10027058}),0.0394746252796992,0.038703217434839024,0.004051168350821983,0.10262715154652517,2.6516439290689173,0.002523373345462992,1.0712345311336888,0.6484737158013203
12,frozenset({10032109}),frozenset({10004405}),0.050049554013875126,0.0394746252796992,0.004521165183452024,0.09033377564560578,2.2884010932476704,0.0025454777933382384,1.055909683139002,0.5926768815445507
13,frozenset({10004405}),frozenset({10032109}),0.0394746252796992,0.050049554013875126,0.004521165183452024,0.11453345412191018,2.288401093247671,0.0025454777933382384,1.0728247728931288,0.5861517902250712
14,frozenset({10004405}),frozenset({10099287}),0.0394746252796992,0.02445005261921061,0.0035198675835010677,0.08916785298304646,3.6469391036396597,0.002554710918288801,1.0710534872707245,0.7556254833307424
15,frozenset({10099287}),frozenset({10004405}),0.02445005261921061,0.0394746252796992,0.0035198675835010677,0.14396155453405768,3.64693910363966,0.002554710918288801,1.1220586876766803,0.74398799617911
16,frozenset({100020496}),frozenset({10004405}),0.016582714333881664,0.0394746252796992,0.003637366791658578,0.21934688847812692,5.556655368453401,0.002982770357208303,1.2304125360466047,0.8338633445206479
17,frozenset({10004405}),frozenset({100020496}),0.0394746252796992,0.016582714333881664,0.003637366791658578,0.09214442862689272,5.556655368453401,0.002982770357208303,1.0832309859361506,0.8537365575831418
18,frozenset({10027058}),frozenset({10021373}),0.038703217434839024,0.010523842121933526,0.0032491085386163704,0.0839493136219641,7.977059390410187,0.0028418019887212595,1.080154376381013,0.9098548315236157
19,frozenset({10021373}),frozenset({10027058}),0.010523842121933526,0.038703217434839024,0.0032491085386163704,0.3087378640776699,7.9770593904101865,0.0028418019887212595,1.3906400084861177,0.883942998708212
20,frozenset({10032109}),frozenset({10021373}),0.050049554013875126,0.010523842121933526,0.0037395400161433696,0.07471675002551802,7.099759684706335,0.0032128264114281635,1.0693764940685513,0.9044157680346397
21,frozenset({10021373}),frozenset({10032109}),0.010523842121933526,0.050049554013875126,0.0037395400161433696,0.3553398058252427,7.099759684706334,0.0032128264114281635,1.4735677098881155,0.8682878868388693
22,frozenset({10024602}),frozenset({10029710}),0.013629908146271187,0.005629744669112012,0.0054202895589181895,0.3976761619190405,70.63840108076634,0.005343556656191233,1.6508897580726878,0.9994660242842673
23,frozenset({10029710}),frozenset({10024602}),0.005629744669112012,0.013629908146271187,0.0054202895589181895,0.9627949183303085,70.63840108076633,0.005343556656191233,26.51170344445874,0.9914248630153397
24,frozenset({10034529}),frozenset({10024602}),0.0035351935671737865,0.013629908146271187,0.003433020342688995,0.9710982658959537,71.24760163270966,0.0033848359790891276,34.12840517813897,0.9894623808693759
25,frozenset({10024602}),frozenset({10034529}),0.013629908146271187,0.0035351935671737865,0.003433020342688995,0.2518740629685158,71.24760163270966,0.0033848359790891276,1.3319479476767437,0.9995887425708534
26,frozenset({10027058}),frozenset({10024613}),0.038703217434839024,0.019811388227601076,0.0031265006692346204,0.08078141499472018,4.07752420308316,0.002359736202975766,1.0663281049379227,0.7851406095378224
27,frozenset({10024613}),frozenset({10027058}),0.019811388227601076,0.038703217434839024,0.0031265006692346204,0.15781330582774625,4.0775242030831595,0.002359736202975766,1.1414295538235437,0.7700080706357081
28,frozenset({10032109}),frozenset({10024613}),0.050049554013875126,0.019811388227601076,0.0034279116814647554,0.06849035419005818,3.457120389707872,0.0024363605362775855,1.0522581448097954,0.7481884184724175
29,frozenset({10024613}),frozenset({10032109}),0.019811388227601076,0.050049554013875126,0.0034279116814647554,0.17302733367715317,3.457120389707872,0.0024363605362775855,1.1487083971107552,0.725107304118079
30,frozenset({10027058}),frozenset({10032109}),0.038703217434839024,0.050049554013875126,0.017982487509323308,0.4646251319957762,9.283302142252241,0.01604540873780758,1.7743650342186594,0.9282041988144184
31,frozenset({10032109}),frozenset({10027058}),0.050049554013875126,0.038703217434839024,0.017982487509323308,0.3592936613248954,9.283302142252241,0.01604540873780758,1.500370332768979,0.9392907952767109
32,frozenset({10035289}),frozenset({10027058}),0.015831741133918446,0.038703217434839024,0.004112472285512859,0.25976121329461116,6.711618064620771,0.003499732966034728,1.2986306578768239,0.864694248002985
33,frozenset({10027058}),frozenset({10035289}),0.038703217434839024,0.015831741133918446,0.004112472285512859,0.10625659978880678,6.7116180646207715,0.003499732966034728,1.1011754141440604,0.8852673263274222
34,frozenset({10027058}),frozenset({10035291}),0.038703217434839024,0.014421750636028323,0.0036526927753312965,0.09437697993664203,6.544072375018749,0.003094524624674064,1.0882875407639483,0.881299063374846
35,frozenset({10035291}),frozenset({10027058}),0.014421750636028323,0.038703217434839024,0.0036526927753312965,0.2532766560396741,6.544072375018749,0.003094524624674064,1.2873533288337047,0.8595866991247532
36,frozenset({10027058}),frozenset({10035299}),0.038703217434839024,0.015019463999264352,0.0037753006447130465,0.09754487856388597,6.494564557607627,0.0031939990637947814,1.0914454498671309,0.8800872990572326
37,frozenset({10035299}),frozenset({10027058}),0.015019463999264352,0.038703217434839024,0.0037753006447130465,0.2513605442176871,6.494564557607627,0.0031939990637947814,1.284058401063868,0.8589256924763725
38,frozenset({10027058}),frozenset({10035311}),0.038703217434839024,0.012184157019811388,0.0031622612978042973,0.08170538542766631,6.7058710171588976,0.002690695219406317,1.0757068889489592,0.8851344936688484
39,frozenset({10035311}),frozenset({10027058}),0.012184157019811388,0.038703217434839024,0.0031622612978042973,0.25953878406708597,6.705871017158898,0.002690695219406317,1.2982405585605372,0.8613720330039005
40,frozenset({10036714}),frozenset({10027058}),0.025129504562034475,0.038703217434839024,0.006350065901729793,0.2526936369180728,6.529008533812708,0.005377473222635593,1.2863489862453827,0.8686665481074688
41,frozenset({10027058}),frozenset({10036714}),0.038703217434839024,0.025129504562034475,0.006350065901729793,0.16407074973600846,6.529008533812708,0.005377473222635593,1.1662117280022148,0.8809323025758832
42,frozenset({10027058}),frozenset({100020204}),0.038703217434839024,0.02194169995810898,0.004873662807924555,0.12592397043294615,5.7390252657433,0.004024448423555866,1.1189625009237942,0.8590004644758427
43,frozenset({100020204}),frozenset({10027058}),0.02194169995810898,0.038703217434839024,0.004873662807924555,0.22211874272409776,5.7390252657433,0.004024448423555866,1.235788590576883,0.8442793059342564
44,frozenset({10027058}),frozenset({100020205}),0.038703217434839024,0.021078336211212488,0.0048021415507852015,0.12407602956705387,5.886424256818354,0.0039863421212380035,1.1175874811428352,0.8635393300987451
45,frozenset({100020205}),frozenset({10027058}),0.021078336211212488,0.038703217434839024,0.0048021415507852015,0.22782355792535147,5.886424256818354,0.0039863421212380035,1.2449185577099353,0.8479918366803091
46,frozenset({10027058}),frozenset({100020206}),0.038703217434839024,0.022677347174399478,0.004955401387512388,0.12803590285110877,5.645982392316544,0.004077715088976273,1.1208290066313578,0.8560133768050279
47,frozenset({100020206}),frozenset({10027058}),0.022677347174399478,0.038703217434839024,0.004955401387512388,0.21851768416309977,5.645982392316543,0.004077715088976273,1.2300940956491062,0.8419767029612198
48,frozenset({100011848}),frozenset({10027271}),0.01684836471754212,0.012439590081023367,0.004173776220203733,0.24772589448150395,19.91431332286508,0.003964189469581932,1.3127667198358666,0.966061416669957
49,frozenset({10027271}),frozenset({100011848}),0.012439590081023367,0.01684836471754212,0.004173776220203733,0.33552361396303904,19.91431332286508,0.003964189469581932,1.4795885240499291,0.9617486201783647
50,frozenset({10027272}),frozenset({100011848}),0.010416560236224495,0.01684836471754212,0.003264434522289089,0.31338891613536046,18.600553904739925,0.0030889325163269317,1.431890131672094,0.9561984590039522
51,frozenset({100011848}),frozenset({10027272}),0.01684836471754212,0.010416560236224495,0.003264434522289089,0.19375379017586417,18.600553904739925,0.0030889325163269317,1.2273960828660893,0.9624539350800142
52,frozenset({10035289}),frozenset({10032109}),0.015831741133918446,0.050049554013875126,0.004587577779367139,0.28977089383672155,5.789679839232713,0.0037952061963513993,1.3375267751526585,0.8405868307339377
53,frozenset({10032109}),frozenset({10035289}),0.050049554013875126,0.015831741133918446,0.004587577779367139,0.09166071246299888,5.789679839232713,0.0037952061963513993,1.083480889101135,0.8708652973686382
54,frozenset({10035291}),frozenset({10032109}),0.014421750636028323,0.050049554013875126,0.004357688024276358,0.30216082182075804,6.037233053804848,0.0036358858368438205,1.3612741670146349,0.846570231121797
55,frozenset({10032109}),frozenset({10035291}),0.050049554013875126,0.014421750636028323,0.004357688024276358,0.08706746963356128,6.037233053804848,0.0036358858368438205,1.0795740282892252,0.8783207691286882
56,frozenset({10035299}),frozenset({10032109}),0.015019463999264352,0.050049554013875126,0.004480295893658108,0.2982993197278912,5.960079477335489,0.003728578418967474,1.3537829913714043,0.8449070535816419
57,frozenset({10032109}),frozenset({10035299}),0.050049554013875126,0.015019463999264352,0.004480295893658108,0.08951719914259466,5.960079477335489,0.003728578418967474,1.0818222321972206,0.8760635947107113
58,frozenset({10032109}),frozenset({10035311}),0.050049554013875126,0.012184157019811388,0.0036629100977797757,0.07318566908237215,6.006625568217198,0.00305309847290319,1.065818481682479,0.8774322675554332
59,frozenset({10035311}),frozenset({10032109}),0.012184157019811388,0.050049554013875126,0.0036629100977797757,0.30062893081761005,6.006625568217198,0.00305309847290319,1.3582924542427504,0.8437981429536735
60,frozenset({10036714}),frozenset({10032109}),0.025129504562034475,0.050049554013875126,0.008010380799607655,0.3187639764179711,6.368967370410551,0.00675266030368819,1.3944512813505663,0.8647186265677331
61,frozenset({10032109}),frozenset({10036714}),0.050049554013875126,0.025129504562034475,0.008010380799607655,0.16004899459018068,6.3689673704105525,0.00675266030368819,1.160627809430763,0.8874027897543993
62,frozenset({100005962}),frozenset({10032109}),0.018948024480704588,0.050049554013875126,0.003540302228398026,0.1868428147748719,3.7331564377791238,0.0025919620536947736,1.168224868754157,0.746270516757454
63,frozenset({10032109}),frozenset({100005962}),0.050049554013875126,0.018948024480704588,0.003540302228398026,0.07073593957333878,3.733156437779124,0.0025919620536947736,1.0557300312129325,0.7707035328318583
64,frozenset({100020204}),frozenset({10032109}),0.02194169995810898,0.050049554013875126,0.0056399619915604915,0.2570430733410943,5.135771504973547,0.004541789694350875,1.2786076983736778,0.8233530532541001
65,frozenset({10032109}),frozenset({100020204}),0.050049554013875126,0.02194169995810898,0.0056399619915604915,0.11268755741553536,5.135771504973547,0.004541789694350875,1.102270466525987,0.8477150476665684
66,frozenset({10032109}),frozenset({100020205}),0.050049554013875126,0.021078336211212488,0.005445832865039388,0.10880881902623252,5.162116114665272,0.004390871538313688,1.0984418211131315,0.848761109496252
67,frozenset({100020205}),frozenset({10032109}),0.021078336211212488,0.050049554013875126,0.005445832865039388,0.2583616093068347,5.162116114665271,0.004390871538313688,1.2808808954701802,0.823641997441387
68,frozenset({10032109}),frozenset({100020206}),0.050049554013875126,0.022677347174399478,0.00577789584461496,0.11544350311319791,5.09069699490787,0.004642904732318456,1.1048730705899386,0.8459001709770692
69,frozenset({100020206}),frozenset({10032109}),0.022677347174399478,0.050049554013875126,0.00577789584461496,0.25478711421491324,5.09069699490787,0.004642904732318456,1.2747370101972213,0.8222087581375227
70,frozenset({10033505}),frozenset({10036714}),0.007729404432274478,0.025129504562034475,0.0032439998773921308,0.4196959682749505,16.701322831052746,0.00304976377344948,1.6799305917968588,0.9474477098310896
71,frozenset({10036714}),frozenset({10033505}),0.025129504562034475,0.007729404432274478,0.0032439998773921308,0.129091278715186,16.701322831052742,0.00304976377344948,1.1393508542478157,0.9643583508812801
72,frozenset({10035289}),frozenset({10035291}),0.015831741133918446,0.014421750636028323,0.008301574489389311,0.5243626976444015,36.35915714243748,0.008073253066621787,2.072121434721132,0.9881405983283096
73,frozenset({10035291}),frozenset({10035289}),0.014421750636028323,0.015831741133918446,0.008301574489389311,0.575628763726532,36.359157142437475,0.008073253066621787,2.3191210307002903,0.9867269420761331
74,frozenset({10035289}),frozenset({10035292}),0.015831741133918446,0.008873744546504143,0.004623338407936816,0.29202968699580506,32.90940881443918,0.004482851581388041,1.3999545422289805,0.985211161272355
75,frozenset({10035292}),frozenset({10035289}),0.008873744546504143,0.015831741133918446,0.004623338407936816,0.5210132412204951,32.90940881443918,0.004482851581388041,2.0546878192913263,0.9782946903784636
76,frozenset({10035289}),frozenset({10035299}),0.015831741133918446,0.015019463999264352,0.009956780726042933,0.6289125524362698,41.87316887387417,0.009718996460036372,2.654308418318504,0.9918206057611634
77,frozenset({10035299}),frozenset({10035289}),0.015019463999264352,0.015831741133918446,0.009956780726042933,0.6629251700680272,41.87316887387417,0.009718996460036372,2.9197322715098686,0.9910026878731514
78,frozenset({10035289}),frozenset({10035300}),0.015831741133918446,0.007443319403717062,0.003918343158991755,0.24749919328815748,33.25118537363327,0.003800502453015034,1.3190107860925733,0.9855285165362708
79,frozenset({10035300}),frozenset({10035289}),0.007443319403717062,0.015831741133918446,0.003918343158991755,0.5264241592312973,33.25118537363327,0.003800502453015034,2.0781639900983784,0.9771994921233985
80,frozenset({10035289}),frozenset({10035311}),0.015831741133918446,0.012184157019811388,0.007330928856783791,0.4630525976121329,38.00448376192225,0.007138032436911122,1.8396882796848584,0.989350455561434
81,frozenset({10035311}),frozenset({10035289}),0.012184157019811388,0.015831741133918446,0.007330928856783791,0.6016771488469602,38.00448376192226,0.007138032436911122,2.470780313048005,0.9856972047752315
82,frozenset({10035289}),frozenset({100020204}),0.015831741133918446,0.02194169995810898,0.00433214471815516,0.27363665698612455,12.47107824409917,0.00398476940438027,1.3465138479919236,0.9346109907641222
83,frozenset({100020204}),frozenset({10035289}),0.02194169995810898,0.015831741133918446,0.00433214471815516,0.19743888242142021,12.471078244099168,0.00398476940438027,1.226284500095683,0.9404495329757268
84,frozenset({10035289}),frozenset({100020205}),0.015831741133918446,0.021078336211212488,0.0040920376406159,0.2584704743465634,12.26237553840097,0.003758330878186285,1.3201384839344874,0.9332242984485665
85,frozenset({100020205}),frozenset({10035289}),0.021078336211212488,0.015831741133918446,0.0040920376406159,0.194134755210858,12.26237553840097,0.003758330878186285,1.2212566123553241,0.9382259754890979
86,frozenset({10035289}),frozenset({100020206}),0.015831741133918446,0.022677347174399478,0.004485404554882348,0.28331719909648273,12.493401318842105,0.004126382664813258,1.3636753269277513,0.9347565701772831
87,frozenset({100020206}),frozenset({10035289}),0.022677347174399478,0.015831741133918446,0.004485404554882348,0.1977922955620635,12.493401318842105,0.004126382664813258,1.2268247405522426,0.941304024290502
88,frozenset({10035291}),frozenset({10035292}),0.014421750636028323,0.008873744546504143,0.004873662807924555,0.3379383634431456,38.082949274923415,0.0047456878768670566,1.497030186808571,0.9879900760094043
89,frozenset({10035292}),frozenset({10035291}),0.008873744546504143,0.014421750636028323,0.004873662807924555,0.5492227979274611,38.082949274923415,0.0047456878768670566,2.1863977256005347,0.9824596252439952
90,frozenset({10035291}),frozenset({10035299}),0.014421750636028323,0.015019463999264352,0.008735810693449675,0.6057385759829969,40.33023921577133,0.00851920372896548,2.4982929498024053,0.9894746663312906
91,frozenset({10035299}),frozenset({10035291}),0.015019463999264352,0.014421750636028323,0.008735810693449675,0.5816326530612245,40.33023921577132,0.00851920372896548,2.3557724009187613,0.9900751068567969
92,frozenset({10035291}),frozenset({10035300}),0.014421750636028323,0.007443319403717062,0.003530084905949547,0.24477506199078994,32.885201979718026,0.0034227392096048284,1.314253053153521,0.9837790011420992
93,frozenset({10035300}),frozenset({10035291}),0.007443319403717062,0.014421750636028323,0.003530084905949547,0.4742621825669183,32.885201979718026,0.0034227392096048284,1.8746573228763794,0.976862283697673
94,frozenset({10035291}),frozenset({10035311}),0.014421750636028323,0.012184157019811388,0.007979728832262218,0.5533120793482111,45.41242192205239,0.007804011958012284,2.2114227793283683,0.9922901544653067
95,frozenset({10035311}),frozenset({10035291}),0.012184157019811388,0.014421750636028323,0.007979728832262218,0.6549266247379455,45.41242192205238,0.007804011958012284,2.856141099311145,0.990042425669656
96,frozenset({10035291}),frozenset({100020204}),0.014421750636028323,0.02194169995810898,0.004086928979391661,0.28338646829613884,12.915429015854713,0.00377049125406526,1.364833702925486,0.9360730382069531
97,frozenset({100020204}),frozenset({10035291}),0.02194169995810898,0.014421750636028323,0.004086928979391661,0.18626309662398136,12.915429015854713,0.00377049125406526,1.2111755596618763,0.9432701774866676
98,frozenset({10035291}),frozenset({100020205}),0.014421750636028323,0.021078336211212488,0.003948995126337192,0.27382217499114414,12.990692066363671,0.003645008617676719,1.348046759451584,0.9365281830026376
99,frozenset({100020205}),frozenset({10035291}),0.021078336211212488,0.014421750636028323,0.003948995126337192,0.18734852157052836,12.990692066363671,0.003645008617676719,1.2127932767300171,0.9428964964482718
100,frozenset({10035291}),frozenset({100020206}),0.014421750636028323,0.022677347174399478,0.00421464550999765,0.2922422954303932,12.886970119693117,0.0038875984639618194,1.3808717962595947,0.9358995510691265
101,frozenset({100020206}),frozenset({10035291}),0.022677347174399478,0.014421750636028323,0.00421464550999765,0.18585266952016222,12.886970119693117,0.0038875984639618194,1.2105649831009049,0.94380524022074
102,frozenset({10035299}),frozenset({10035292}),0.015019463999264352,0.008873744546504143,0.004618229746712577,0.30748299319727895,34.65087276130948,0.00448495085995769,1.4311941016862857,0.9859491254403183
103,frozenset({10035292}),frozenset({10035299}),0.008873744546504143,0.015019463999264352,0.004618229746712577,0.5204375359815775,34.65087276130948,0.00448495085995769,2.0539149952380287,0.9798355080416169
104,frozenset({10035300}),frozenset({10035292}),0.007443319403717062,0.008873744546504143,0.0032797605059618077,0.44063143445435826,49.65563659683524,0.003213710390995185,1.7718662014671698,0.987209414359753
105,frozenset({10035292}),frozenset({10035300}),0.008873744546504143,0.007443319403717062,0.0032797605059618077,0.3696027633851468,49.655636596835244,0.003213710390995185,1.5744940220965695,0.9886341865920759
106,frozenset({10035292}),frozenset({10035311}),0.008873744546504143,0.012184157019811388,0.004541599828348983,0.5118019573978123,42.00552870138036,0.0044334807314406815,2.023391650066731,0.9849336596534339
107,frozenset({10035311}),frozenset({10035292}),0.012184157019811388,0.008873744546504143,0.004541599828348983,0.37274633123689727,42.00552870138036,0.0044334807314406815,1.5801043577918366,0.988234413225537
108,frozenset({10035299}),frozenset({10035300}),0.015019463999264352,0.007443319403717062,0.0036169321467616196,0.24081632653061225,32.35335116888211,0.0035051374789424653,1.3073999287424158,0.9838684779659962
109,frozenset({10035300}),frozenset({10035299}),0.007443319403717062,0.015019463999264352,0.0036169321467616196,0.48592999313658203,32.35335116888211,0.0035051374789424653,1.916043579376598,0.9763586500661996
110,frozenset({10035299}),frozenset({10035311}),0.015019463999264352,0.012184157019811388,0.007514840660856416,0.5003401360544217,41.06481353128253,0.007331841153135975,1.9769765679794107,0.9905254125496418
111,frozenset({10035311}),frozenset({10035299}),0.012184157019811388,0.015019463999264352,0.007514840660856416,0.6167714884696016,41.06481353128253,0.007331841153135975,2.5702172629778492,0.9876823283498029
112,frozenset({10035299}),frozenset({100020204}),0.015019463999264352,0.02194169995810898,0.004148232914082535,0.2761904761904762,12.587469371916404,0.0038186803414790573,1.351264756636823,0.9345929998601417
113,frozenset({100020204}),frozenset({10035299}),0.02194169995810898,0.015019463999264352,0.004148232914082535,0.18905704307334106,12.587469371916402,0.0038186803414790573,1.2146113701186216,0.941207608897496
114,frozenset({10035299}),frozenset({100020205}),0.015019463999264352,0.021078336211212488,0.004025625044700785,0.2680272108843537,12.715766946623535,0.003709039732812089,1.3373743919791057,0.9354067851059461
115,frozenset({100020205}),frozenset({10035299}),0.021078336211212488,0.015019463999264352,0.004025625044700785,0.19098400387784778,12.715766946623535,0.003709039732812089,1.2175044012998906,0.941196329240878
116,frozenset({10035299}),frozenset({100020206}),0.015019463999264352,0.022677347174399478,0.004367905346724837,0.29081632653061223,12.824089356400364,0.004027303747240125,1.3780952514663145,0.9360811913293082
117,frozenset({100020206}),frozenset({10035299}),0.022677347174399478,0.015019463999264352,0.004367905346724837,0.19261094841180446,12.824089356400366,0.004027303747240125,1.2199577565031434,0.9434159240144825
118,frozenset({10035300}),frozenset({10035311}),0.007443319403717062,0.012184157019811388,0.0034125856977920365,0.45847632120796156,37.62889139252564,0.003321895125428539,1.824141550344911,0.980724521341641
119,frozenset({10035311}),frozenset({10035300}),0.012184157019811388,0.007443319403717062,0.0034125856977920365,0.280083857442348,37.62889139252563,0.003321895125428539,1.3787115219697932,0.9854313254841778
120,frozenset({100020204}),frozenset({10035311}),0.02194169995810898,0.012184157019811388,0.0035198675835010677,0.16041909196740395,13.16620359591256,0.003252526465929879,1.1765582489184443,0.9447779970211297
121,frozenset({10035311}),frozenset({100020204}),0.012184157019811388,0.02194169995810898,0.0035198675835010677,0.2888888888888889,13.16620359591256,0.003252526465929879,1.3753944844339094,0.9354455774830099
122,frozenset({100020205}),frozenset({10035311}),0.021078336211212488,0.012184157019811388,0.003504541599828349,0.1662627241880756,13.645812666213438,0.0032477198417145596,1.18480470003961,0.9466717108660453
123,frozenset({10035311}),frozenset({100020205}),0.012184157019811388,0.021078336211212488,0.003504541599828349,0.28763102725366874,13.645812666213438,0.0032477198417145596,1.3741778505804934,0.9381479886644752
124,frozenset({100020206}),frozenset({10035311}),0.022677347174399478,0.012184157019811388,0.0036322581304343384,0.1601712097319216,13.145858960245167,0.003355953771668679,1.1762109782695969,0.945368875913081
125,frozenset({10035311}),frozenset({100020206}),0.012184157019811388,0.022677347174399478,0.0036322581304343384,0.2981132075471698,13.145858960245167,0.003355953771668679,1.392422059133248,0.9353265836663225
126,frozenset({10036714}),frozenset({100020206}),0.025129504562034475,0.022677347174399478,0.0030141101223013496,0.11994307786135391,5.289114151621668,0.002444239623027438,1.1105220903786392,0.8318360502764373
127,frozenset({100020206}),frozenset({10036714}),0.022677347174399478,0.025129504562034475,0.0030141101223013496,0.1329128182022978,5.289114151621668,0.002444239623027438,1.1243050478693504,0.8297489269399535
128,frozenset({10094058}),frozenset({10090254}),0.014069253011555791,0.01528511438292481,0.0035096502610525884,0.2494553376906318,16.32014857339252,0.003294600119488649,1.3120003846102686,0.9521216889592998
129,frozenset({10090254}),frozenset({10094058}),0.01528511438292481,0.014069253011555791,0.0035096502610525884,0.22961229946524064,16.32014857339252,0.003294600119488649,1.2797851605160195,0.9532973063886259
130,frozenset({10102141}),frozenset({10090254}),0.018728352048062284,0.01528511438292481,0.003192913265149735,0.17048554282596837,11.153697548800803,0.0029066482618914187,1.187097918668924,0.9277182673885881
131,frozenset({10090254}),frozenset({10102141}),0.01528511438292481,0.018728352048062284,0.003192913265149735,0.2088903743315508,11.153697548800803,0.0029066482618914187,1.2403737941158417,0.924474328937402
132,frozenset({10094058}),frozenset({10102141}),0.014069253011555791,0.018728352048062284,0.003274651844737568,0.23275236020334059,12.427807828795174,0.0030111579212838907,1.2789503636817965,0.9326570745635331
133,frozenset({10102141}),frozenset({10094058}),0.018728352048062284,0.014069253011555791,0.003274651844737568,0.17484997272231315,12.427807828795174,0.0030111579212838907,1.1948502870940947,0.9370853505527144
134,frozenset({100020204}),frozenset({100020205}),0.02194169995810898,0.021078336211212488,0.009813738211764225,0.44726426076833525,21.219144447008862,0.009351243683001657,1.7710482501991753,0.9742494352650098
135,frozenset({100020205}),frozenset({100020204}),0.021078336211212488,0.02194169995810898,0.009813738211764225,0.46558410082404267,21.21914444700886,0.009351243683001657,1.830144465293806,0.9733901922081276
136,frozenset({100020204}),frozenset({100020206}),0.02194169995810898,0.022677347174399478,0.010324604334188183,0.47054714784633295,20.749655778852958,0.00982702478664164,1.845910639351783,0.9731591965357835
137,frozenset({100020206}),frozenset({100020204}),0.022677347174399478,0.02194169995810898,0.010324604334188183,0.45528272133363373,20.74965577885296,0.00982702478664164,1.795533827082694,0.9738917098484232
138,frozenset({100020205}),frozenset({100020206}),0.021078336211212488,0.022677347174399478,0.00964004373014008,0.4573436742607853,20.167423938240972,0.009162042982019699,1.800997438838065,0.9708796119682862
139,frozenset({100020206}),frozenset({100020205}),0.022677347174399478,0.021078336211212488,0.00964004373014008,0.42509574228429825,20.167423938240972,0.009162042982019699,1.7027559818018918,0.9724680813841784
140,"frozenset({10036714, 10027058})",frozenset({10032109}),0.006350065901729793,0.050049554013875126,0.004153341575306775,0.6540627514078842,13.06830329050604,0.003835523608966483,2.746019545025008,0.9293806002125872
